model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
Polo,2017,10690,Manual,18857,Petrol,20,60.1,1.2,vw
I30,2015,6310,Manual,50700,Diesel,0,78.4,1.6,Hyundai
I30,2016,9600,Manual,20394,Petrol,145,48.7,1.4,Hyundai
Octavia,2020,17990,Manual,609,Petrol,145,51.4,1.5,skoda
I10,2016,6495,Manual,25026,Petrol,20,61.4,1,Hyundai
Focus,2018,17500,Manual,4290,Petrol,145,60.1,1,Ford
Fiesta,2018,10500,Manual,11645,Petrol,145,65.7,1,Ford
Arteon,2019,29000,Manual,3000,Diesel,145,52.3,2,vw
Kona,2018,13295,Manual,16700,Petrol,145,44.1,1,Hyundai
Polo,2016,8990,Manual,18000,Petrol,20,60.1,1.2,vw
Tiguan,2019,24490,Semi-Auto,9553,Diesel,145,40.4,2,vw
Focus,2019,17290,Manual,4989,Petrol,145,60.1,1,Ford
Fiesta,2017,10000,Manual,17559,Petrol,0,65.7,1,Ford
Golf,2012,8999,Manual,70816,Diesel,145,53.3,2,vw
Tiguan,2017,15895,Manual,34026,Diesel,145,58.9,2,vw
Fiesta,2020,17000,Manual,627,Petrol,145,54.3,1,Ford
Golf,2016,20979,Semi-Auto,19194,Petrol,200,39.8,2,vw
Tiguan,2020,31490,Automatic,896,Petrol,145,31.4,2,vw
RS6,2020,97500,Semi-Auto,3220,Petrol,150,22.1,4,audi
A6,2015,16985,Manual,34646,Diesel,30,61.4,2,audi
Superb,2019,20790,Automatic,9770,Petrol,145,36.7,1.5,skoda
A5,2018,23000,Manual,7800,Diesel,145,68.9,2,audi
I20,2016,7489,Manual,51552,Petrol,30,56.5,1.2,Hyundai
Ka+,2018,9295,Manual,5730,Petrol,145,47.9,1.2,Ford
1 Series,2017,13980,Manual,38120,Diesel,30,65.7,2,BMW
Golf,2019,23999,Semi-Auto,9302,Diesel,145,49.6,2,vw
5 Series,2017,16000,Automatic,38538,Diesel,125,60.1,2,BMW
X4,2019,35109,Semi-Auto,509,Diesel,145,42.8,2,BMW
Tiguan,2018,18491,Manual,16982,Diesel,150,58.9,2,vw
A1,2015,9500,Manual,44821,Diesel,0,80.7,1.6,audi
Aygo,2017,8995,Manual,3028,Petrol,145,68.9,1,toyota
Sharan,2019,21999,Manual,10493,Diesel,145,43.5,2,vw
2 Series,2020,21480,Semi-Auto,10,Diesel,145,53.3,2,BMW
Passat,2020,22490,Semi-Auto,20,Diesel,150,49.6,1.6,vw
3 Series,2018,19900,Semi-Auto,12030,Diesel,145,64.2,2,BMW
Focus,2019,16998,Manual,18040,Petrol,145,60.1,1,Ford
Kuga,2018,15998,Manual,10087,Diesel,145,64.2,1.5,Ford
Amarok,2018,24995,Automatic,38360,Diesel,260,36.2,3,vw
X3,2019,47440,Semi-Auto,6570,Petrol,145,34.5,3,BMW
Fiesta,2018,11500,Manual,15158,Petrol,150,65.7,1,Ford
Mondeo,2019,19500,Manual,33,Diesel,145,65.7,2,Ford
5 Series,2019,24990,Semi-Auto,6486,Diesel,145,62.8,2,BMW
Tiguan,2016,24990,Semi-Auto,19186,Petrol,235,38.2,2,vw
Kuga,2017,15165,Manual,13720,Petrol,145,45.6,1.5,Ford
Fiesta,2014,6499,Manual,52000,Petrol,0,65.7,1,Ford
A3,2017,13700,Manual,32618,Diesel,20,67.3,2,audi
5 Series,2017,24171,Semi-Auto,10131,Diesel,125,60.1,2,BMW
A3,2017,12000,Manual,36935,Diesel,145,70.6,1.6,audi
Q2,2019,21300,Automatic,2231,Diesel,145,47.9,1.6,audi
2 Series,2016,12200,Manual,33764,Diesel,20,74.3,1.5,BMW
Touran,2019,26299,Manual,796,Diesel,145,47.9,2,vw
I20,2014,4950,Manual,46598,Petrol,30,57.6,1.2,Hyundai
Golf,2020,24750,Semi-Auto,1000,Diesel,145,60.1,2,vw
Polo,2017,11461,Manual,10187,Petrol,145,60.1,1,vw
Beetle,2013,7691,Manual,52750,Diesel,125,57.6,2,vw
X3,2016,22000,Automatic,34208,Diesel,145,54.3,2,BMW
Citigo,2018,7450,Manual,8800,Petrol,145,64.2,1,skoda
Octavia,2015,9990,Manual,41501,Diesel,20,68.9,2,skoda
Golf,2016,10998,Manual,32240,Diesel,0,74.3,1.6,vw
Scirocco,2013,7990,Manual,47000,Petrol,160,44.1,1.4,vw
A3,2018,20977,Manual,10045,Petrol,145,42.2,1.5,audi
Golf,2016,11962,Semi-Auto,54211,Petrol,30,53.3,1.4,vw
Fiesta,2018,11999,Manual,9224,Petrol,145,57.7,1,Ford
I10,2016,8250,Manual,7600,Petrol,30,57.6,1.2,Hyundai
Fiesta,2014,7299,Manual,37812,Diesel,0,76.4,1.5,Ford
Fiesta,2018,10298,Manual,18192,Petrol,145,65.7,1,Ford
Arteon,2019,27998,Manual,41,Diesel,145,52.3,2,vw
Octavia,2019,15495,Manual,13000,Diesel,145,67.3,1.6,skoda
T-Cross,2019,22990,Manual,4240,Diesel,145,52.3,1.6,vw
Golf,2019,23998,Manual,9808,Petrol,145,37.2,2,vw
A3,2019,19850,Manual,2975,Diesel,145,52.3,1.6,audi
Kuga,2017,14698,Automatic,3379,Petrol,235,38.2,1.5,Ford
5 Series,2014,12941,Semi-Auto,68489,Diesel,125,57.6,2,BMW
Golf,2017,20995,Manual,42580,Petrol,200,39.8,2,vw
KA,2015,4995,Manual,41800,Petrol,30,57.7,1.2,Ford
Verso,2012,5995,Manual,65700,Diesel,145,53.3,2,toyota
Octavia,2019,13298,Semi-Auto,17570,Diesel,145,72.4,1.6,skoda
Scala,2019,14798,Manual,1274,Petrol,145,50.4,1,skoda
Ioniq,2019,22720,Automatic,8492,Hybrid,135,78.5,1.6,Hyundai
B-MAX,2017,10700,Manual,22679,Petrol,145,55.4,1,Ford
X5,2019,51990,Semi-Auto,7300,Diesel,150,33.6,3,BMW
I10,2017,8899,Semi-Auto,31457,Petrol,145,47.9,1.2,Hyundai
C-HR,2017,22250,Automatic,18000,Hybrid,140,74.3,1.8,toyota
Sharan,2016,16750,Manual,19861,Diesel,125,56.5,2,vw
Fiesta,2016,8750,Manual,16421,Petrol,0,65.7,1,Ford
A1,2016,17000,Semi-Auto,7000,Petrol,30,70.6,1.4,audi
Polo,2019,19986,Semi-Auto,3882,Petrol,145,39.8,2,vw
I10,2016,9190,Semi-Auto,6566,Petrol,145,47.9,1.2,Hyundai
2 Series,2020,28993,Semi-Auto,500,Diesel,145,67.3,2,BMW
Focus,2018,11090,Manual,18602,Petrol,145,60.1,1,Ford
A3,2014,8600,Manual,73722,Petrol,30,57.6,1.2,audi
Passat,2019,16346,Semi-Auto,18040,Diesel,145,53.3,2,vw
Octavia,2018,13795,Semi-Auto,15312,Petrol,150,57.7,1.5,skoda
Polo,2016,7741,Manual,34343,Petrol,20,60.1,1,vw
A4,2016,17950,Manual,30817,Diesel,30,62.8,2,audi
Auris,2014,11490,Automatic,33000,Hybrid,0,76.4,1.8,toyota
Avensis,2017,11695,Manual,36245,Diesel,145,67.3,1.6,toyota
Focus,2017,16000,Manual,19193,Petrol,145,41.5,2,Ford
Q5,2019,34998,Semi-Auto,19,Petrol,150,32.1,2,audi
Fiesta,2018,11600,Semi-Auto,31364,Petrol,145,54.3,1,Ford
Octavia,2018,13000,Manual,12363,Petrol,145,57.7,1.5,skoda
Passat,2015,8995,Manual,73000,Diesel,20,68.9,2,vw
T-Roc,2019,24990,Semi-Auto,2108,Diesel,150,49.6,2,vw
Tiguan,2019,33260,Semi-Auto,1970,Diesel,150,35.3,2,vw
Yeti Outdoor,2017,12671,Manual,25116,Petrol,125,51.4,1.2,skoda
Passat,2016,14199,Manual,31433,Diesel,20,67.3,2,vw
Kuga,2017,17800,Manual,19696,Diesel,150,60.1,2,Ford
1 Series,2011,4995,Manual,59326,Petrol,165,46.3,2,BMW
Tucson,2019,21795,Semi-Auto,2400,Petrol,145,36.2,1.6,Hyundai
Fiesta,2018,11500,Manual,11680,Petrol,145,56.5,1,Ford
TT,2018,22950,Manual,14755,Diesel,150,60.1,2,audi
Polo,2016,12290,Semi-Auto,12966,Petrol,20,60.1,1.2,vw
Golf,2016,11702,Manual,62512,Diesel,20,68.9,2,vw
KA,2015,4800,Manual,30938,Petrol,30,57.7,1.2,Ford
Mondeo,2017,12450,Manual,48664,Diesel,145,65.7,2,Ford
Focus,2018,11698,Manual,19359,Petrol,145,61.4,1,Ford
Q3,2016,20700,Semi-Auto,10633,Petrol,145,47.9,1.4,audi
Kuga,2019,18495,Manual,11859,Diesel,145,54.3,1.5,Ford
Fabia,2020,14500,Manual,1050,Petrol,145,51.4,1,skoda
Fiesta,2017,10298,Manual,26234,Petrol,0,65.7,1,Ford
Focus,2020,21490,Manual,295,Petrol,145,60.1,1,Ford
A3,2016,15945,Semi-Auto,27306,Diesel,125,61.4,2,audi
Golf,2019,27290,Semi-Auto,4956,Petrol,145,37.7,2,vw
1 Series,2013,10998,Semi-Auto,41501,Diesel,30,64.2,2,BMW
1 Series,2019,15950,Manual,8004,Petrol,150,53.3,1.5,BMW
Yaris,2019,11330,Manual,3797,Petrol,145,47.9,1.5,toyota
Karoq,2019,22995,Automatic,3000,Petrol,145,40.9,1.5,skoda
Kuga,2018,16798,Manual,3233,Petrol,145,45.6,1.5,Ford
Land Cruiser,2015,35695,Semi-Auto,3790,Diesel,300,38.2,2.8,toyota
Polo,2019,11995,Manual,7570,Petrol,145,48.7,1,vw
Golf,2017,11798,Semi-Auto,37269,Petrol,0,65.7,1,vw
Fiesta,2015,7000,Manual,34741,Petrol,0,65.7,1,Ford
Q3,2016,15540,Semi-Auto,33015,Petrol,145,47.9,1.4,audi
X2,2019,24352,Semi-Auto,3011,Petrol,145,38.7,2,BMW
Q3,2017,16500,Manual,21369,Petrol,125,51.4,1.4,audi
3 Series,2019,33570,Automatic,4253,Diesel,145,47.9,3,BMW
3 Series,2020,32980,Semi-Auto,1001,Diesel,145,50.4,2,BMW
Golf,2019,17298,Manual,5730,Petrol,145,47.1,1.5,vw
Tiguan,2013,9995,Manual,65447,Diesel,165,48.7,2,vw
5 Series,2019,30995,Automatic,4000,Diesel,145,60.1,2,BMW
EcoSport,2015,7652,Manual,32328,Petrol,125,53.3,1,Ford
I10,2020,12495,Manual,500,Petrol,145,53.3,1,Hyundai
A3,2020,23229,Manual,1850,Petrol,145,44.8,1.5,audi
Superb,2017,13995,Manual,30893,Diesel,145,58.9,2,skoda
Kodiaq,2017,17200,Manual,19216,Petrol,145,46.3,1.4,skoda
RAV4,2016,22075,Automatic,38000,Hybrid,20,55.4,2.5,toyota
Fiesta,2018,10595,Manual,20590,Petrol,150,65.7,1,Ford
Golf,2019,12290,Manual,13495,Petrol,150,49.6,1,vw
Passat,2015,13000,Automatic,41588,Diesel,30,60.1,2,vw
A1,2013,8609,Manual,43070,Petrol,125,52.3,1.4,audi
1 Series,2019,24280,Manual,1947,Petrol,145,41.5,1.5,BMW
A4,2017,17992,Manual,21180,Diesel,145,74.3,2,audi
EcoSport,2017,9991,Manual,19576,Petrol,150,53.3,1,Ford
EcoSport,2018,13498,Manual,12495,Petrol,145,54.3,1,Ford
Passat,2020,20998,Semi-Auto,36,Diesel,145,49.6,1.6,vw
A6,2017,16990,Semi-Auto,29300,Diesel,30,64.2,2,audi
Octavia,2017,13490,Semi-Auto,17704,Diesel,30,64.2,2,skoda
Fiesta,2018,12589,Manual,5418,Petrol,145,58.9,1,Ford
Yaris,2018,14495,Automatic,11883,Hybrid,140,76.3,1.5,toyota
A1,2016,10199,Manual,19356,Diesel,0,80.7,1.6,audi
Fiesta,2016,7299,Manual,31877,Petrol,125,54.3,1.2,Ford
Tucson,2019,15498,Manual,13177,Petrol,150,34.9,1.6,Hyundai
Polo,2016,13499,Automatic,12635,Petrol,20,61.4,1.4,vw
Passat,2015,7292,Manual,97000,Diesel,20,68.9,1.6,vw
Fiesta,2013,6260,Manual,45180,Petrol,0,65.7,1,Ford
RAV4,2016,18995,Automatic,31492,Hybrid,20,57.6,2.5,toyota
Q7,2016,30500,Automatic,41348,Diesel,205,47.9,3,audi
Tucson,2017,15490,Manual,20018,Diesel,30,61.4,1.7,Hyundai
Aygo,2019,11000,Automatic,3012,Other,145,55.4,1,toyota
Polo,2019,16790,Manual,2710,Petrol,150,49.6,1,vw
Karoq,2018,18499,Manual,15500,Diesel,145,62.8,1.6,skoda
Q2,2019,22991,Semi-Auto,4304,Diesel,145,47.9,1.6,audi
Passat,2016,10998,Manual,48735,Diesel,20,68.9,2,vw
T-Cross,2020,24995,Automatic,2000,Petrol,145,45.6,1,vw
Passat,2018,18499,Semi-Auto,20459,Diesel,145,62.8,2,vw
California,2019,57991,Automatic,7486,Diesel,260,33.2,2,vw
Galaxy,2017,14995,Manual,50565,Diesel,150,56.5,2,Ford
3 Series,2016,13999,Manual,52713,Diesel,30,64.2,2,BMW
I20,2015,7398,Manual,23656,Petrol,30,55.4,1.2,Hyundai
Polo,2015,6998,Manual,31422,Petrol,20,60.1,1,vw
4 Series,2016,18498,Semi-Auto,24188,Diesel,145,55.4,3,BMW
X3,2019,31995,Semi-Auto,4899,Petrol,145,30.4,2,BMW
Kodiaq,2019,25000,Automatic,11568,Diesel,145,49.6,2,skoda
Fiesta,2015,7695,Manual,13000,Petrol,125,54.3,1.2,Ford
Fabia,2018,10980,Automatic,19200,Petrol,145,61.4,1,skoda
RAV4,2008,4480,Automatic,116000,Petrol,330,31.4,2,toyota
Yeti Outdoor,2017,13990,Semi-Auto,28024,Petrol,125,51.4,1.2,skoda
A3,2014,11995,Manual,24175,Petrol,20,60.1,1.4,audi
Tucson,2017,14100,Automatic,33887,Diesel,125,57.6,1.7,Hyundai
Touareg,2019,44499,Semi-Auto,7000,Diesel,145,34,3,vw
Yaris,2014,9595,Automatic,46344,Hybrid,0,86,1.5,toyota
Beetle,2017,13990,Manual,22781,Petrol,145,50.4,1.4,vw
CC,2016,12700,Automatic,35034,Diesel,125,58.9,2,vw
Golf,2019,25450,Semi-Auto,5520,Diesel,145,49.6,2,vw
1 Series,2016,12400,Manual,42309,Diesel,30,65.7,2,BMW
X1,2020,28990,Semi-Auto,1981,Petrol,145,46.3,1.5,BMW
Santa Fe,2017,18850,Semi-Auto,28056,Diesel,240,42.8,2.2,Hyundai
Scala,2020,17980,Manual,600,Petrol,150,49.6,1,skoda
Yaris,2015,8999,Automatic,69775,Hybrid,0,78,1.5,toyota
I20,2018,9999,Manual,10000,Petrol,145,46.3,1.2,Hyundai
Q3,2016,17888,Automatic,42147,Diesel,165,50.4,2,audi
4 Series,2019,33990,Semi-Auto,5763,Petrol,145,39.2,3,BMW
A4,2017,20000,Semi-Auto,18756,Diesel,145,70.6,2,audi
A3,2016,11250,Manual,37812,Diesel,125,58.9,2,audi
GT86,2017,18621,Manual,18544,Petrol,150,36.2,2,toyota
Scala,2019,17770,Automatic,45,Petrol,145,45.6,1.5,skoda
Fiesta,2018,13766,Manual,12983,Petrol,145,58.9,1,Ford
Fiesta,2017,10499,Manual,18314,Petrol,145,65.7,1,Ford
Aygo,2015,6000,Manual,27120,Petrol,0,69,1,toyota
2 Series,2020,20980,Semi-Auto,9,Petrol,150,50.4,1.5,BMW
Focus,2017,12949,Manual,7755,Petrol,145,57.7,1,Ford
Focus,2017,10620,Manual,18385,Diesel,0,74.3,1.5,Ford
2 Series,2020,28000,Semi-Auto,1501,Diesel,145,65.7,2,BMW
Tucson,2019,15498,Manual,23773,Petrol,145,34.9,1.6,Hyundai
Q5,2019,35995,Semi-Auto,4306,Diesel,150,38.2,2,audi
I10,2018,9000,Manual,7727,Petrol,145,60.1,1,Hyundai
I30,2020,19995,Manual,37,Petrol,145,44.8,1,Hyundai
Kuga,2014,10200,Manual,26150,Diesel,200,47.9,2,Ford
Octavia,2016,11400,Manual,11000,Diesel,0,74.3,1.6,skoda
Up,2017,7350,Manual,22314,Petrol,150,64.2,1,vw
Yaris,2019,11795,Manual,5000,Petrol,145,47.9,1.5,toyota
Edge,2017,18500,Manual,31325,Diesel,160,48.7,2,Ford
Passat,2016,10299,Manual,56778,Diesel,20,68.9,1.6,vw
Up,2020,11750,Manual,5000,Petrol,145,51.4,1,vw
Touran,2017,16999,Manual,24014,Diesel,145,62.8,2,vw
Fiesta,2016,9947,Manual,24040,Diesel,0,78.5,1.5,Ford
Arteon,2019,23990,Automatic,9000,Petrol,145,47.1,2,vw
Touran,2017,18000,Manual,20550,Diesel,145,61.4,1.6,vw
Tucson,2018,14995,Manual,8934,Petrol,145,44.8,1.6,Hyundai
A4,2017,17999,Manual,17000,Petrol,145,51.4,1.4,audi
Kuga,2017,19990,Semi-Auto,18500,Diesel,145,54.3,2,Ford
Polo,2018,12495,Manual,12150,Petrol,150,64.2,1,vw
Up,2012,4998,Manual,56195,Petrol,20,60.1,1,vw
Fiesta,2017,9999,Manual,21687,Petrol,145,65.7,1,Ford
A4,2016,15999,Automatic,46616,Diesel,30,67.3,2,audi
Grand C-MAX,2017,10499,Semi-Auto,10295,Diesel,30,58.9,1.5,Ford
Octavia,2018,12199,Manual,17500,Petrol,145,58.9,1,skoda
B-MAX,2013,5780,Manual,44201,Diesel,20,68.9,1.5,Ford
B-MAX,2014,6995,Manual,27000,Petrol,145,47.1,1.4,Ford
Up,2016,7695,Manual,23000,Petrol,20,64.2,1,vw
Focus,2016,14545,Manual,33461,Petrol,200,41.5,2,Ford
3 Series,2016,17498,Semi-Auto,28897,Diesel,145,54.3,3,BMW
Focus,2017,12050,Automatic,26059,Petrol,125,51.4,1,Ford
A4,2020,30450,Semi-Auto,4500,Petrol,145,38.2,2,audi
3 Series,2013,11950,Semi-Auto,88000,Diesel,125,57.6,3,BMW
Focus,2017,11900,Manual,21791,Petrol,145,60.1,1,Ford
A1,2017,12999,Manual,23156,Petrol,30,55.4,1.4,audi
X5,2020,53990,Semi-Auto,6825,Diesel,150,37.7,3,BMW
Polo,2016,8295,Manual,29391,Petrol,20,60.1,1,vw
Tucson,2020,25980,Automatic,1298,Hybrid,145,50.4,1.6,Hyundai
8 Series,2019,60000,Automatic,8000,Petrol,145,33.6,3,BMW
Fiesta,2017,9537,Manual,16626,Petrol,145,65.7,1,Ford
Focus,2018,17998,Manual,21817,Petrol,145,41.5,2,Ford
Golf,2017,13950,Manual,27000,Diesel,145,61.4,1.6,vw
Auris,2017,15369,Automatic,53236,Hybrid,0,78.5,1.8,toyota
Citigo,2019,8999,Manual,5000,Petrol,150,67.3,1,skoda
1 Series,2016,11001,Manual,31615,Diesel,0,78.5,1.5,BMW
Focus,2015,10000,Manual,19498,Diesel,0,74.3,1.5,Ford
Prius,2016,17495,Automatic,53500,Hybrid,0,68.9,1.8,toyota
A5,2016,16498,Semi-Auto,49429,Diesel,20,70.6,2,audi
T-Cross,2020,25990,Automatic,1000,Petrol,150,45.6,1,vw
Fiesta,2017,9190,Manual,24238,Petrol,20,62.8,1,Ford
T-Roc,2019,22026,Manual,6230,Diesel,145,46.3,2,vw
Yaris,2016,7499,Manual,30793,Petrol,0,66,1,toyota
Polo,2019,17890,Semi-Auto,7011,Petrol,145,39.8,2,vw
Auris,2015,12500,Automatic,34277,Hybrid,0,72.4,1.8,toyota
TT,2019,31750,Automatic,1791,Petrol,145,34.9,2,audi
Passat,2016,12498,Manual,21919,Diesel,20,70.6,1.6,vw
Golf,2014,9991,Semi-Auto,40572,Petrol,30,56.5,1.4,vw
Kuga,2019,19498,Manual,9347,Petrol,145,39.2,1.5,Ford
Kuga,2013,8295,Manual,68000,Diesel,145,53.3,2,Ford
T-Cross,2019,17190,Manual,6584,Petrol,145,47.9,1,vw
Q3,2019,28990,Automatic,6000,Diesel,145,48.7,2,audi
Touareg,2019,36998,Semi-Auto,8672,Diesel,145,34.5,3,vw
Santa Fe,2017,18579,Manual,26800,Diesel,145,47.1,2.2,Hyundai
5 Series,2017,22695,Semi-Auto,14563,Diesel,145,65.7,2,BMW
Tiguan,2016,13991,Manual,29973,Diesel,145,53.3,2,vw
B-MAX,2014,7000,Semi-Auto,34732,Petrol,160,44.1,1.6,Ford
Tucson,2017,13700,Manual,33110,Diesel,30,61.7,1.7,Hyundai
RAV4,2017,23070,Automatic,23605,Hybrid,20,55.4,2.5,toyota
Q3,2019,27495,Semi-Auto,14000,Diesel,145,47.1,2,audi
Kodiaq,2019,31994,Automatic,3353,Petrol,145,31.4,2,skoda
T-Cross,2019,20998,Manual,10,Diesel,145,52.3,1.6,vw
Yaris,2017,10499,Manual,6610,Petrol,145,56.5,1.5,toyota
C-MAX,2017,11250,Manual,8832,Petrol,160,44.1,1.6,Ford
Citigo,2018,8400,Manual,12970,Petrol,145,68.9,1,skoda
Fabia,2019,13590,Manual,5818,Petrol,145,60.1,1,skoda
Golf,2017,22995,Semi-Auto,28682,Petrol,150,39.8,2,vw
A1,2014,9390,Manual,36478,Petrol,125,52.3,1.4,audi
A1,2016,13180,Manual,14722,Diesel,20,72.4,1.6,audi
Sharan,2019,19990,Semi-Auto,12738,Diesel,145,42.2,2,vw
2 Series,2017,14300,Automatic,7861,Petrol,30,55.4,1.5,BMW
I20,2016,9450,Manual,15053,Petrol,30,55.4,1.2,Hyundai
C-HR,2016,20562,Automatic,18738,Hybrid,0,74.3,1.8,toyota
A4,2017,13700,Semi-Auto,67227,Diesel,145,70.6,2,audi
Passat,2019,18199,Automatic,6345,Petrol,145,41.5,1.5,vw
Q2,2019,28888,Semi-Auto,3404,Petrol,145,33.2,2,audi
S4,2019,45000,Automatic,4900,Diesel,145,40.4,0,audi
EcoSport,2019,16300,Semi-Auto,5512,Petrol,150,45.6,1,Ford
Fiesta,2018,8799,Manual,10911,Petrol,145,64.2,1.1,Ford
Q3,2019,26990,Manual,5000,Diesel,145,42.8,2,audi
Tiguan Allspace,2018,27000,Manual,6000,Diesel,145,49.6,2,vw
Focus,2017,10200,Manual,29805,Petrol,150,60.1,1,Ford
Golf,2019,20499,Semi-Auto,2501,Petrol,145,44.1,1.5,vw
X1,2013,9499,Manual,45750,Diesel,160,51.4,2,BMW
1 Series,2019,19250,Semi-Auto,6173,Diesel,145,67.3,2,BMW
Focus,2019,19500,Automatic,6307,Diesel,145,64.2,2,Ford
Tiguan,2018,24990,Automatic,37500,Diesel,150,49.6,2,vw
Fiesta,2018,10790,Manual,12000,Petrol,145,65.7,1,Ford
A3,2016,12300,Automatic,48097,Petrol,30,58.9,1.4,audi
Focus,2017,11999,Manual,2240,Petrol,20,60.1,1,Ford
Polo,2017,11001,Manual,17000,Petrol,20,60.1,1.2,vw
Ka+,2017,8500,Manual,8995,Petrol,150,57.7,1.2,Ford
Fabia,2015,10800,Automatic,32437,Petrol,20,60.1,1.2,skoda
Octavia,2018,14350,Manual,10218,Petrol,145,55.4,1.5,skoda
2 Series,2015,123456,Semi-Auto,33419,Diesel,20,68.9,2,BMW
X5,2011,14970,Automatic,69987,Diesel,300,37.7,3,BMW
Focus,2018,13795,Manual,10231,Petrol,145,60.1,1,Ford
Scala,2019,15596,Semi-Auto,8471,Petrol,150,47.1,1,skoda
Q3,2017,16856,Manual,27339,Petrol,125,51.4,1.4,audi
TT,2016,19472,Manual,21705,Petrol,165,45.6,2,audi
Golf,2011,5770,Semi-Auto,92318,Petrol,150,49.6,1.2,vw
Aygo,2015,5500,Manual,46500,Petrol,0,69,1,toyota
A1,2016,10550,Manual,40494,Petrol,0,67.3,1,audi
Focus,2018,13998,Manual,11287,Petrol,145,57.7,1,Ford
Golf,2015,13995,Semi-Auto,57488,Diesel,30,62.8,2,vw
Focus,2017,11500,Manual,18413,Petrol,150,60.1,1,Ford
Passat,2017,12495,Manual,44296,Diesel,145,70.6,1.6,vw
Fiesta,2020,15250,Manual,4500,Petrol,150,58.9,1,Ford
Edge,2016,19991,Manual,30282,Diesel,205,47.9,2,Ford
1 Series,2020,29980,Semi-Auto,4362,Diesel,145,48.7,2,BMW
Polo,2014,6995,Manual,51819,Petrol,125,51.4,1.4,vw
Fiesta,2019,13999,Manual,14755,Petrol,145,58.9,1,Ford
Yaris,2019,12850,Automatic,4000,Petrol,145,47.9,1.5,toyota
Kuga,2017,14298,Manual,50736,Diesel,150,54.3,2,Ford
Fiesta,2016,8498,Manual,20900,Petrol,125,54.3,1.2,Ford
Superb,2019,20995,Manual,5378,Diesel,145,65.7,2,skoda
Prius,2015,15499,Automatic,32314,Hybrid,0,72.4,1.8,toyota
Tiguan,2019,22326,Manual,15007,Diesel,145,47.9,2,vw
Focus,2017,12698,Manual,9484,Diesel,0,74.3,1.5,Ford
TT,2017,20750,Automatic,25000,Petrol,205,42.8,2,audi
Focus,2017,17795,Manual,16919,Petrol,145,41.5,2,Ford
X5,2019,49980,Automatic,6277,Diesel,145,37.7,3,BMW
Auris,2016,8992,Manual,40323,Diesel,20,67.3,1.6,toyota
Golf,2019,18998,Manual,10,Diesel,145,55.4,1.6,vw
Tiguan,2019,29291,Automatic,3525,Diesel,145,40.4,2,vw
X2,2019,34173,Semi-Auto,4500,Petrol,145,34,2,BMW
X5,2019,56995,Automatic,3375,Diesel,145,37.7,3,BMW
Q2,2019,29750,Automatic,9000,Petrol,145,33.2,2,audi
Fiesta,2017,9690,Manual,25644,Petrol,0,65.7,1,Ford
Fiesta,2018,12891,Manual,23829,Petrol,145,58.9,1,Ford
4 Series,2019,25995,Semi-Auto,13309,Diesel,145,60.1,2,BMW
Q2,2017,18995,Manual,17872,Diesel,145,64.2,1.6,audi
Aygo,2017,7495,Manual,13397,Petrol,0,69,1,toyota
Kuga,2019,17200,Manual,9390,Diesel,150,38.2,2,Ford
A1,2014,10490,Semi-Auto,18753,Petrol,20,60.1,1.4,audi
Focus,2019,14550,Manual,3141,Petrol,145,60.1,1,Ford
Citigo,2016,6995,Manual,25694,Petrol,20,62.8,1,skoda
Tucson,2018,15450,Manual,13915,Petrol,145,44.8,1.6,Hyundai
Yaris,2018,11799,Manual,5771,Petrol,145,47.1,1.5,toyota
C-MAX,2016,8899,Automatic,44336,Diesel,20,64.2,1.5,Ford
Q3,2019,27995,Manual,1688,Petrol,145,39.8,1.5,audi
Passat,2015,11998,Manual,46845,Diesel,20,68.9,2,vw
Golf,2019,18798,Semi-Auto,5434,Petrol,145,44.8,1.5,vw
Tiguan,2015,14699,Semi-Auto,46100,Diesel,160,49.6,2,vw
I800,2017,14777,Manual,29100,Diesel,300,37.7,2.5,Hyundai
Tucson,2019,20990,Manual,100,Petrol,145,35.3,1.6,Hyundai
Polo,2019,13332,Manual,10380,Petrol,145,52.3,1,vw
Golf,2017,14750,Semi-Auto,11200,Petrol,150,54.3,1.4,vw
3 Series,2019,34995,Automatic,5873,Diesel,145,50.4,2,BMW
Tiguan,2017,17699,Automatic,35367,Diesel,145,49.6,2,vw
3 Series,2020,32990,Semi-Auto,1125,Diesel,145,50.4,2,BMW
Golf,2016,21490,Automatic,15139,Petrol,200,40.4,2,vw
B-MAX,2014,6499,Manual,40213,Petrol,30,55.4,1,Ford
1 Series,2014,13083,Automatic,48343,Diesel,125,60.1,2,BMW
Superb,2019,16990,Semi-Auto,16956,Diesel,150,62.8,2,skoda
Fiesta,2017,10290,Semi-Auto,24032,Petrol,0,57.7,1,Ford
Q3,2012,11000,Manual,54080,Diesel,160,49.6,2,audi
Ka+,2018,8799,Manual,21135,Petrol,145,43.5,1.2,Ford
Fiesta,2015,8290,Manual,29174,Petrol,0,65.7,1,Ford
X1,2019,26490,Semi-Auto,9113,Diesel,145,50.4,2,BMW
Kuga,2017,19500,Semi-Auto,19141,Diesel,145,54.3,2,Ford
4 Series,2019,29540,Semi-Auto,14137,Diesel,145,49.6,3,BMW
Passat,2019,30498,Semi-Auto,12,Hybrid,135,45.6,1.4,vw
GT86,2019,23495,Automatic,3934,Petrol,145,32.8,2,toyota
Tucson,2017,13250,Manual,285,Diesel,145,61.7,1.7,Hyundai
